zip	data
20701	387
20705	8723
20706	13230
20707	14321
20708	10527
20710	3269
20711	2421
20712	4107
20714	1855
20715	8970
20716	9270
20720	8464
20721	11019
20722	2191
20723	12359
20724	7376
20732	4185
20733	1016
20735	13318
20736	3285
20737	6979
20740	11671
20742	36
20743	15577
20744	19726
20745	12196
20746	13164
20747	15984
20748	16374
20751	974
20754	2275
20755	3093
20758	201
20759	2031
20762	870
20763	1095
20764	1372
20765	237
20769	2255
20770	12006
20771	0
20772	18911
20774	20815
20776	1189
20777	1040
20778	739
20779	439
20781	4458
20782	12644
20783	13852
20784	10188
20785	15473
20794	4060
20812	108
20814	14171
20815	13207
20816	6457
20817	13584
20818	595
20832	8424
20833	2576
20837	2333
20838	102
20839	58
20841	2915
20842	692
20850	21131
20851	5071
20852	21640
20853	9713
20854	16542
20855	6042
20860	759
20861	966
20862	175
20866	5056
20868	114
20871	8763
20872	4625
20874	22512
20876	8935
20877	12880
20878	24337
20879	8850
20880	287
20882	4602
20886	12314
20889	23
20892	0
20894	0
20895	6944
20896	320
20899	89
20901	13495
20902	17982
20903	7243
20904	21245
20905	5699
20906	26242
20910	22067
20912	9737
21001	10581
21005	843
21009	12738
21010	46
21012	8112
21013	1964
21014	14565
21015	11169
21017	2643
21023	37
21028	985
21029	4072
21030	10787
21031	18
21032	3065
21034	1161
21035	2717
21036	800
21037	7906
21040	9870
21042	14958
21043	17246
21044	18391
21045	15368
21046	6100
21047	4852
21048	3653
21050	6400
21051	47
21052	108
21053	1327
21054	5292
21056	130
21057	1556
21060	15696
21061	22181
21071	115
21074	6052
21075	12956
21076	9297
21077	76
21078	8313
21082	227
21084	2798
21085	6560
21087	2140
21090	3852
21093	15666
21102	4448
21104	1931
21105	12
21108	6339
21111	1857
21113	15491
21114	9489
21117	24363
21120	2560
21122	22733
21128	5428
21130	48
21131	2467
21132	1026
21133	12488
21136	13231
21140	1434
21144	12942
21146	9888
21152	2532
21153	234
21154	2535
21155	1047
21156	83
21157	14646
21158	8370
21160	901
21161	1892
21162	1435
21163	2536
21201	10703
21202	10932
21204	8564
21205	5227
21206	20457
21207	19608
21208	15561
21209	11608
21210	5048
21211	8394
21212	12787
21213	11563
21214	8466
21215	21005
21216	11667
21217	14952
21218	18344
21219	3726
21220	16220
21221	17143
21222	22385
21223	8300
21224	20320
21225	12917
21226	2829
21227	13687
21228	19614
21229	18517
21230	16003
21231	7789
21233	0
21234	27258
21236	15627
21237	12291
21239	11796
21240	0
21244	14376
21250	0
21251	0
21252	11
21285	0
21286	9519
21287	0
21401	17980
21402	358
21403	14408
21405	197
21409	7260
21502	16659
21520	847
21521	628
21523	65
21524	258
21529	278
21530	675
21531	1101
21532	5207
21536	1597
21538	306
21539	814
21540	37
21541	643
21542	55
21543	196
21545	674
21550	5926
21555	679
21557	671
21560	0
21561	1180
21562	1226
21601	10389
21607	161
21610	141
21612	221
21613	7610
21617	3947
21619	2441
21620	5674
21622	183
21623	864
21624	65
21625	605
21626	69
21627	15
21628	150
21629	3559
21631	974
21632	2606
21634	174
21635	960
21636	362
21638	1900
21639	1682
21640	528
21641	61
21643	2013
21644	22
21645	452
21647	170
21648	40
21649	533
21650	53
21651	1010
21652	105
21653	73
21654	585
21655	1846
21657	541
21658	1448
21659	502
21660	1497
21661	1156
21662	238
21663	1624
21664	236
21665	92
21666	5520
21667	131
21668	759
21669	51
21671	385
21672	74
21673	1154
21675	27
21676	207
21677	211
21678	924
21679	157
21701	17662
21702	17730
21703	15235
21704	6136
21705	0
21710	1657
21711	407
21713	3939
21714	45
21715	12
21716	2717
21717	96
21718	66
21719	476
21722	2262
21723	221
21727	1694
21733	466
21734	456
21737	689
21738	1166
21740	24928
21742	13315
21746	0
21750	1646
21754	2489
21755	2106
21756	1263
21757	1068
21758	1601
21762	77
21766	279
21767	528
21769	4316
21770	2394
21771	10879
21773	1893
21774	5430
21776	2280
21777	750
21778	331
21779	476
21780	701
21781	0
21782	1613
21783	3657
21784	13216
21787	4262
21788	4821
21790	8
21791	1865
21793	3941
21794	678
21795	3803
21797	2936
21798	860
21801	11171
21804	15229
21810	59
21811	10698
21813	1321
21814	95
21817	1853
21821	342
21822	996
21824	106
21826	1990
21829	146
21830	1802
21835	208
21837	1186
21838	726
21840	193
21841	397
21842	5792
21849	1405
21850	1586
21851	3108
21853	3793
21856	320
21861	314
21862	21
21863	1961
21864	252
21865	169
21866	65
21867	19
21869	313
21871	733
21872	300
21874	714
21875	3295
21890	0
21901	7184
21902	52
21903	2322
21904	2417
21911	3984
21912	677
21913	380
21914	350
21915	1164
21917	692
21918	1608
21919	1489
21920	352
21921	17493
21930	8
22003	18917
22015	14794
22025	6296
22026	6284
22027	590
22030	21247
22031	14777
22032	9848
22033	15649
22035	0
22039	5856
22041	11159
22042	12045
22043	9798
22044	5365
22046	7108
22060	2806
22066	5696
22079	11760
22101	10896
22102	13230
22124	6881
22125	436
22134	1480
22150	9381
22151	5478
22152	9534
22153	10993
22172	3696
22180	9639
22181	5435
22182	9950
22191	24791
22192	20490
22193	24581
22201	20041
22202	15704
22203	13441
22204	22940
22205	6713
22206	10986
22207	12202
22209	8185
22211	25
22213	1685
22214	0
22301	6091
22302	8844
22303	8003
22304	23363
22305	7669
22306	10950
22307	4529
22308	4769
22309	12621
22310	10853
22311	8198
22312	10414
22314	19705
22315	11150
22401	11405
22405	12325
22406	9473
22407	22388
22408	12114
22427	1445
22432	158
22433	109
22435	1010
22436	308
22437	225
22438	94
22443	4252
22448	202
22454	975
22460	813
22469	941
22472	0
22473	2294
22476	182
22480	521
22482	1746
22485	9675
22488	435
22503	1933
22504	62
22508	6099
22509	62
22511	485
22514	985
22520	2058
22529	42
22534	1128
22535	261
22538	118
22539	785
22542	836
22546	6565
22548	25
22551	8113
22553	5660
22554	19921
22556	9646
22560	2636
22567	966
22572	2353
22576	820
22578	1193
22580	1895
22601	11843
22602	11319
22603	6903
22610	703
22611	3422
22620	975
22623	233
22624	986
22625	1180
22627	315
22630	13394
22637	871
22639	280
22640	153
22641	81
22642	1598
22643	67
22644	1030
22645	1693
22646	0
22650	399
22652	543
22654	440
22655	8011
22656	1887
22657	4719
22660	614
22663	502
22664	3712
22701	13100
22709	435
22711	34
22712	3077
22713	721
22714	326
22715	542
22716	500
22718	305
22719	124
22720	429
22722	148
22723	30
22724	790
22725	28
22726	215
22727	2301
22728	1131
22729	135
22730	63
22731	98
22732	128
22733	713
22734	1339
22735	794
22736	292
22737	1071
22738	341
22740	370
22741	149
22742	565
22743	110
22746	113
22747	530
22749	125
22801	14640
22802	11196
22807	2
22810	288
22811	178
22812	3382
22815	3564
22820	84
22821	2334
22824	2427
22827	4381
22830	786
22831	188
22832	386
22834	403
22835	5034
22840	2064
22841	1200
22842	2147
22843	960
22844	2073
22845	54
22846	545
22847	234
22849	1899
22850	453
22851	2099
22853	1688
22901	16636
22902	11334
22903	16009
22904	21
22908	0
22911	7741
22920	1705
22922	869
22923	2632
22931	76
22932	3499
22935	407
22936	2298
22937	684
22938	391
22939	2795
22940	286
22942	4289
22943	258
22946	48
22947	2172
22948	48
22949	557
22952	591
22957	0
22958	1150
22959	661
22960	4132
22963	6487
22964	98
22967	917
22968	3816
22969	588
22971	876
22972	111
22973	2563
22974	1415
22976	74
22980	13808
22989	31
23002	4249
23004	338
23005	7184
23009	2972
23011	381
23015	1590
23021	0
23022	429
23023	141
23024	4131
23025	315
23027	587
23030	1966
23032	101
23035	657
23038	648
23039	423
23040	2065
23043	747
23045	48
23047	643
23050	229
23055	441
23056	93
23059	15231
23060	14057
23061	8827
23062	855
23063	1685
23065	677
23066	281
23068	137
23069	1256
23070	315
23071	834
23072	5019
23075	3484
23076	262
23079	189
23081	0
23083	866
23084	658
23085	158
23086	1423
23089	2126
23091	248
23092	324
23093	5694
23102	1238
23103	2738
23106	375
23108	23
23109	969
23110	359
23111	15116
23112	20871
23113	9993
23114	8442
23116	12035
23117	4166
23119	62
23120	5387
23123	691
23124	1828
23126	191
23128	173
23129	159
23130	39
23138	479
23139	10006
23140	2828
23141	3081
23146	1268
23147	0
23148	617
23149	895
23150	5263
23153	485
23156	485
23160	0
23161	94
23163	41
23168	3136
23169	418
23173	0
23175	878
23176	266
23177	331
23180	228
23181	2229
23185	19664
23188	18549
23192	2281
23219	2854
23220	15150
23221	7428
23222	10677
23223	24926
23224	16482
23225	19346
23226	7284
23227	11618
23228	15809
23229	13574
23230	4624
23231	16270
23233	12606
23234	16951
23235	14190
23236	10364
23237	9575
23238	11211
23250	0
23284	14
23294	8281
23298	0
23301	744
23302	0
23303	173
23304	5
23306	453
23307	299
23308	843
23310	2284
23314	3818
23315	724
23316	20
23320	25180
23321	14220
23322	21766
23323	14789
23324	8875
23325	7645
23336	1750
23337	152
23347	194
23350	1300
23354	208
23356	793
23357	193
23358	108
23359	268
23389	40
23395	263
23398	9
23401	112
23405	598
23407	157
23408	0
23409	43
23410	976
23413	304
23414	0
23415	985
23416	92
23417	1885
23418	313
23420	991
23421	1837
23422	94
23423	144
23426	10
23427	109
23430	7475
23432	566
23433	516
23434	20164
23435	12700
23436	360
23437	2056
23438	676
23440	147
23441	0
23442	392
23451	21605
23452	22558
23453	12623
23454	23146
23455	21058
23456	20407
23457	1673
23459	0
23460	0
23461	0
23462	28158
23464	28572
23480	193
23486	122
23487	2341
23488	42
23502	8357
23503	14177
23504	8554
23505	12788
23507	3281
23508	6530
23509	5269
23510	4495
23511	283
23513	12072
23517	2784
23518	12715
23523	3123
23551	29
23601	11556
23602	18013
23603	1525
23604	805
23605	6328
23606	12198
23607	9266
23608	17592
23651	244
23661	5927
23662	4657
23663	5816
23664	4354
23665	1527
23666	23452
23667	0
23668	0
23669	16254
23681	0
23690	1536
23691	36
23692	7525
23693	9003
23696	1366
23701	9644
23702	4876
23703	9962
23704	8651
23707	6518
23708	8
23709	0
23801	1441
23803	16396
23805	8592
23821	671
23824	2796
23827	463
23828	217
23829	599
23830	588
23831	14817
23832	14039
23833	802
23834	10772
23836	5383
23837	1730
23838	6156
23839	323
23840	656
23841	1325
23842	2670
23843	245
23844	245
23845	145
23846	269
23847	4924
23850	477
23851	5398
23856	457
23857	172
23860	11167
23866	744
23867	892
23868	1772
23870	0
23872	966
23874	399
23875	4799
23876	175
23878	540
23879	242
23881	967
23882	853
23883	771
23884	0
23885	1200
23887	377
23888	971
23889	331
23890	1657
23891	0
23893	198
23894	173
23897	317
23898	891
23899	197
23901	5513
23909	0
23915	433
23917	1106
23919	1094
23920	1535
23921	883
23922	791
23923	976
23924	2511
23927	2194
23930	2204
23934	230
23936	2291
23937	809
23938	117
23942	541
23943	0
23944	1530
23947	1511
23950	1513
23952	21
23954	929
23955	10
23958	1165
23959	492
23960	923
23962	218
23963	140
23964	397
23966	920
23967	441
23968	390
23970	3467
23974	1682
23976	58
24011	590
24012	12348
24013	2596
24014	7282
24015	7136
24016	4664
24017	10004
24018	16186
24019	11852
24020	0
24022	0
24053	959
24054	2235
24055	5087
24058	135
24059	388
24060	19092
24061	0
24064	1855
24065	2769
24066	2149
24067	853
24069	663
24070	563
24072	517
24073	13041
24076	491
24077	413
24078	2881
24079	601
24082	140
24083	1549
24084	4433
24085	1056
24086	76
24087	1679
24088	1787
24089	938
24090	1851
24091	3302
24092	1246
24093	41
24095	1550
24101	2545
24102	612
24104	1491
24105	182
24112	12849
24120	870
24121	4794
24122	636
24124	1646
24127	1460
24128	705
24129	115
24131	6
24132	215
24133	1035
24134	2226
24136	1384
24137	1256
24138	483
24139	364
24141	8469
24142	0
24147	508
24148	3032
24149	1481
24150	308
24151	7499
24153	15095
24161	131
24162	881
24165	656
24167	85
24168	65
24171	3585
24174	958
24175	3080
24176	659
24179	7944
24184	1807
24185	362
24201	6850
24202	5172
24210	7454
24211	4250
24216	1002
24217	201
24219	3877
24220	301
24221	256
24224	2123
24225	846
24226	696
24228	2675
24230	2848
24236	1300
24237	414
24239	8
24243	515
24244	1989
24245	388
24246	64
24248	1100
24250	547
24251	3479
24256	1079
24258	591
24260	1991
24263	2469
24265	255
24266	3618
24269	124
24270	123
24271	1125
24272	239
24273	2396
24277	2067
24279	1710
24280	266
24281	832
24282	229
24283	864
24290	839
24292	158
24293	4011
24301	5745
24311	746
24312	725
24313	316
24314	614
24315	1315
24316	17
24317	1568
24318	184
24319	2747
24322	11
24323	358
24324	1014
24325	572
24326	355
24327	0
24328	968
24330	1233
24333	7227
24340	2323
24343	3715
24347	729
24348	1755
24350	471
24351	240
24352	479
24354	5841
24360	2454
24361	1771
24363	494
24366	168
24368	1994
24370	2308
24374	285
24375	733
24377	154
24378	467
24380	1332
24381	1379
24382	6826
24401	16657
24411	3
24412	115
24413	156
24415	25
24416	3563
24421	1546
24422	2256
24426	5882
24430	679
24431	961
24432	221
24433	32
24435	767
24437	602
24439	496
24440	969
24441	2542
24442	31
24445	998
24448	195
24450	6376
24457	108
24458	118
24459	210
24460	505
24464	118
24465	564
24467	992
24469	0
24471	652
24472	939
24473	352
24474	113
24476	133
24477	4784
24479	760
24482	1849
24483	322
24484	242
24485	168
24486	1242
24487	218
24501	9986
24502	16352
24503	7913
24504	4084
24515	0
24517	1975
24520	994
24521	4078
24522	4070
24523	8577
24526	574
24527	1151
24528	1476
24529	620
24530	392
24531	3374
24534	697
24536	92
24538	1986
24539	117
24540	13486
24541	12288
24549	1705
24550	3086
24551	10554
24553	706
24554	1426
24555	928
24556	1070
24557	3419
24558	2438
24562	279
24563	2155
24565	426
24566	578
24569	350
24570	0
24571	906
24572	6729
24574	1469
24577	2017
24578	237
24579	494
24580	282
24581	0
24586	1786
24588	3550
24589	890
24590	3096
24592	5482
24593	908
24594	577
24595	60
24597	328
24598	518
24599	449
24601	0
24602	295
24603	160
24604	88
24605	3617
24606	106
24607	157
24609	2872
24612	81
24613	164
24614	2690
24620	804
24622	289
24630	2416
24631	490
24634	156
24635	156
24637	1396
24639	1301
24641	2315
24646	395
24649	823
24651	2183
24656	1105
24657	91
24701	7713
24712	614
24714	37
24715	109
24716	112
24719	42
24724	29
24726	112
24729	32
24731	12
24733	137
24736	302
24737	485
24738	0
24739	5786
24740	6837
24747	1345
24801	1135
24808	286
24811	191
24813	60
24815	166
24816	14
24817	583
24818	645
24822	440
24823	165
24826	62
24827	400
24828	239
24830	32
24831	87
24834	428
24836	175
24839	142
24843	14
24844	425
24845	219
24846	131
24847	74
24848	48
24849	67
24850	0
24851	119
24853	246
24854	270
24855	15
24857	289
24860	144
24861	36
24862	313
24866	239
24867	27
24868	447
24869	116
24870	826
24871	193
24872	342
24873	107
24874	755
24878	103
24879	132
24880	228
24881	40
24882	372
24884	39
24887	0
24888	35
24892	557
24894	119
24895	8
24898	87
24901	4221
24910	1550
24915	241
24916	173
24918	476
24920	122
24924	282
24925	199
24927	206
24931	582
24934	173
24935	169
24938	587
24941	379
24943	54
24944	141
24945	113
24946	341
24951	646
24954	1237
24957	211
24962	35
24963	1514
24966	509
24970	1858
24974	135
24976	425
24977	140
24981	303
24983	751
24984	86
24985	43
24986	2258
24991	232
24993	27
25002	0
25003	823
25005	93
25007	246
25008	67
25009	267
25011	197
25015	1586
25019	200
25021	197
25022	16
25024	219
25025	43
25028	119
25030	159
25031	395
25033	716
25035	186
25036	148
25039	263
25040	186
25043	463
25044	147
25045	1620
25047	50
25048	56
25049	162
25051	83
25053	1419
25054	97
25057	53
25059	134
25060	19
25061	220
25062	124
25063	652
25064	4396
25067	295
25070	755
25071	4461
25075	292
25076	34
25081	475
25082	768
25083	150
25085	256
25086	322
25088	110
25090	53
25093	56
25102	129
25103	126
25106	193
25107	187
25108	232
25109	306
25110	179
25111	107
25112	0
25113	202
25114	127
25115	18
25118	100
25119	129
25121	382
25123	1162
25124	760
25125	323
25126	71
25130	1254
25132	139
25133	241
25134	157
25136	813
25139	194
25140	420
25141	108
25142	96
25143	3709
25148	161
25149	54
25152	191
25154	407
25156	48
25159	1640
25160	263
25161	237
25162	137
25164	317
25165	257
25168	1139
25169	187
25173	27
25174	149
25177	9783
25180	69
25181	520
25183	39
25185	0
25186	381
25187	362
25193	91
25201	22
25202	448
25203	52
25204	55
25205	56
25206	83
25208	261
25209	253
25211	41
25213	2488
25214	362
25231	0
25234	239
25235	395
25239	508
25241	746
25243	286
25244	249
25245	299
25247	211
25248	1325
25251	208
25252	475
25253	909
25259	276
25260	649
25261	69
25262	458
25264	213
25265	692
25266	267
25267	211
25268	226
25270	340
25271	3607
25275	841
25276	3147
25285	263
25286	568
25287	188
25301	1396
25302	6369
25303	3055
25304	3364
25305	0
25306	2952
25309	5373
25311	4384
25312	3698
25313	5395
25314	6664
25315	1395
25320	1885
25387	2070
25401	6305
25403	6246
25404	9454
25405	5689
25411	5049
25413	3224
25414	7797
25419	5012
25420	2058
25421	17
25422	707
25425	5479
25427	6419
25428	5156
25430	2973
25431	92
25432	43
25434	964
25437	84
25438	2765
25442	884
25443	2497
25444	112
25446	410
25501	505
25502	205
25503	257
25504	4830
25505	144
25506	2084
25507	469
25508	3414
25510	2138
25511	354
25512	518
25514	1469
25515	842
25517	580
25520	656
25521	349
25523	856
25524	1005
25526	9084
25529	372
25530	2824
25534	52
25535	850
25537	726
25540	128
25541	3902
25544	43
25545	1781
25547	210
25550	3874
25555	647
25557	692
25559	671
25560	3346
25564	456
25565	371
25567	273
25570	2289
25571	773
25573	177
25601	1911
25606	281
25607	344
25608	316
25611	410
25612	135
25617	79
25621	784
25624	171
25625	369
25628	209
25630	142
25632	259
25634	519
25635	607
25637	530
25638	113
25639	294
25644	223
25646	311
25647	110
25649	574
25650	20
25651	182
25652	545
25653	41
25654	62
25661	1940
25666	17
25667	161
25669	344
25670	1387
25671	558
25672	210
25674	810
25676	486
25678	612
25685	156
25688	134
25690	214
25692	527
25696	534
25699	0
25701	10121
25702	3087
25703	2097
25704	6032
25705	8968
25755	34
25801	12619
25810	0
25811	17
25812	567
25813	2450
25817	27
25818	127
25820	218
25823	198
25825	919
25826	181
25827	725
25831	468
25832	1911
25836	365
25837	184
25839	219
25840	3123
25841	125
25843	534
25844	277
25845	272
25846	41
25848	37
25849	200
25851	0
25853	26
25854	235
25855	119
25857	13
25862	176
25864	54
25865	616
25866	122
25868	248
25870	48
25871	378
25873	399
25875	175
25876	32
25878	506
25879	101
25880	2091
25882	786
25901	4166
25902	134
25904	267
25907	46
25908	66
25909	368
25911	90
25913	64
25915	108
25916	49
25917	663
25918	1679
25920	47
25921	1092
25922	45
25928	100
25932	52
25936	5
25938	596
25942	41
25943	0
25951	2418
25958	208
25962	1415
25966	22
25969	584
25971	590
25972	93
25976	1022
25977	8
25978	220
25979	254
25981	372
25984	753
25985	122
25986	117
25989	158
26003	18193
26030	226
26031	687
26032	202
26033	824
26034	2223
26035	828
26036	197
26037	2673
26038	1236
26039	160
26040	744
26041	6200
26047	2330
26050	681
26055	515
26056	77
26058	30
26059	1239
26060	558
26062	9478
26070	3352
26074	180
26075	228
26101	12197
26104	7429
26105	5235
26133	487
26134	272
26136	124
26137	325
26138	52
26141	212
26142	884
26143	1392
26146	459
26147	812
26148	136
26149	877
26150	2443
26151	191
26152	12
26155	3186
26159	1014
26160	456
26161	211
26162	0
26164	2948
26167	278
26169	355
26170	2197
26175	1192
26178	122
26180	798
26181	2372
26184	882
26187	2712
26201	7722
26202	125
26203	155
26205	1048
26206	916
26208	311
26209	35
26210	9
26215	54
26217	70
26218	1031
26222	95
26224	91
26228	0
26230	70
26234	523
26236	0
26237	188
26238	553
26241	5645
26250	1684
26253	1159
26254	54
26257	301
26259	37
26260	563
26261	1225
26263	111
26264	260
26266	47
26267	243
26268	16
26269	480
26270	349
26271	177
26273	292
26275	200
26276	247
26278	240
26280	557
26282	105
26283	590
26285	157
26287	1171
26288	1169
26289	4
26291	13
26292	264
26293	257
26294	203
26296	20
26298	24
26301	11754
26320	319
26321	106
26323	224
26325	113
26327	30
26330	6248
26335	459
26337	340
26338	200
26339	71
26342	248
26343	168
26346	206
26347	829
26348	135
26349	84
26351	1093
26354	4056
26361	27
26362	1161
26366	4
26369	145
26372	281
26374	708
26376	198
26377	283
26378	1884
26384	134
26385	1142
26386	900
26404	97
26405	322
26408	810
26410	315
26411	277
26412	268
26415	1025
26416	2947
26419	249
26421	77
26422	128
26424	81
26425	407
26426	2445
26430	160
26431	2289
26435	8
26436	65
26437	184
26438	89
26440	499
26443	111
26444	1380
26447	488
26448	381
26451	186
26452	3952
26456	1220
26463	110
26501	8690
26505	16392
26506	25
26508	15691
26519	831
26520	179
26521	65
26524	62
26525	2213
26534	403
26537	2349
26541	1441
26542	877
26543	26
26544	0
26546	177
26547	1091
26554	17512
26559	638
26560	51
26562	233
26563	99
26568	214
26570	1232
26571	622
26572	101
26574	159
26575	295
26576	350
26581	417
26582	1734
26585	206
26586	34
26587	49
26588	1131
26590	257
26591	458
26601	1315
26610	374
26611	57
26615	46
26617	164
26619	190
26621	370
26623	502
26624	1014
26627	67
26629	157
26631	111
26636	78
26638	94
26651	3802
26656	160
26660	114
26662	243
26667	14
26671	121
26676	124
26678	524
26679	554
26680	154
26681	461
26684	109
26690	265
26691	245
26704	2045
26705	303
26707	151
26710	851
26711	980
26714	113
26716	350
26717	394
26719	892
26720	14
26722	160
26726	4978
26731	114
26739	240
26743	853
26750	335
26753	2420
26755	250
26757	2517
26761	330
26763	555
26764	1717
26767	137
26801	513
26802	409
26804	191
26807	803
26808	306
26810	154
26812	684
26814	139
26815	176
26817	120
26818	377
26823	66
26833	1040
26836	2645
26838	34
26845	317
26847	2204
26851	867
26852	362
26855	272
26865	104
26866	341
26884	80
26886	99
27006	6618
27007	847
27009	1248
27011	2319
27012	12370
27013	2437
27014	369
27016	930
27017	3524
27018	2965
27019	1518
27020	2368
27021	7297
27022	489
27023	5261
27024	1082
27025	5005
27027	1982
27028	9782
27030	15382
27040	4757
27041	3155
27042	78
27043	2732
27045	4219
27046	1143
27047	501
27048	3539
27050	1545
27051	2973
27052	4111
27053	1468
27054	1047
27055	5268
27101	10120
27103	16156
27104	13985
27105	15018
27106	19808
27107	18990
27109	0
27110	0
27127	16474
27201	55
27202	30
27203	9219
27205	14428
27207	1559
27208	674
27209	1341
27212	532
27213	38
27214	5443
27215	20082
27217	14604
27229	1078
27231	993
27233	1236
27235	2079
27239	3446
27242	691
27243	2125
27244	4920
27247	58
27248	1496
27249	5528
27252	529
27253	13666
27256	74
27258	2565
27259	11
27260	9807
27262	9014
27263	8358
27265	21366
27268	0
27278	11504
27281	1264
27282	6257
27283	1235
27284	23559
27288	9738
27291	750
27292	16044
27295	15641
27298	3882
27299	1787
27301	3784
27302	13739
27305	534
27306	2450
27310	2973
27311	1341
27312	9892
27313	3186
27314	270
27315	815
27316	2643
27317	6634
27320	16016
27325	2434
27326	1519
27330	15512
27332	12676
27340	41
27341	1916
27342	20
27343	629
27344	7131
27349	2518
27350	2383
27351	44
27355	852
27356	1042
27357	3729
27358	5353
27360	19265
27370	5566
27371	3089
27374	127
27376	3873
27377	4246
27379	1778
27401	8104
27403	7700
27405	19938
27406	25974
27407	21905
27408	7532
27409	8511
27410	23928
27411	0
27412	0
27455	12096
27501	8607
27502	16803
27503	1335
27504	6406
27505	2848
27506	16
27507	726
27508	837
27509	1351
27510	6927
27511	13337
27513	19726
27514	10096
27516	17210
27517	12299
27518	8206
27519	23756
27520	17624
27521	2649
27522	5410
27523	7119
27524	5197
27525	6307
27526	21689
27527	12620
27529	20789
27530	15691
27531	18
27533	0
27534	13820
27536	6258
27537	8777
27539	8674
27540	15415
27541	1492
27542	3879
27544	1527
27545	12270
27546	7075
27549	9750
27551	794
27553	700
27555	285
27556	47
27557	2896
27559	1172
27560	15828
27562	1515
27563	2136
27565	9289
27568	544
27569	3184
27570	0
27571	2852
27572	2694
27573	5109
27574	5903
27576	7259
27577	9888
27581	1358
27582	127
27583	2679
27584	83
27587	29199
27589	2834
27591	9587
27592	6778
27593	0
27594	36
27596	7717
27597	10807
27599	0
27601	4275
27603	21659
27604	18572
27605	3842
27606	19416
27607	9280
27608	5262
27609	17049
27610	27695
27612	19523
27613	18407
27614	13518
27615	19224
27616	23066
27617	9744
27695	0
27697	0
27701	11787
27703	25387
27704	16076
27705	21786
27707	21509
27708	0
27709	0
27712	9364
27713	25068
27801	7208
27803	8694
27804	12979
27805	1419
27806	867
27807	2160
27808	941
27809	1706
27810	1635
27812	1010
27813	273
27814	764
27815	0
27816	1279
27817	2989
27818	487
27819	120
27820	908
27821	23
27822	3274
27823	2565
27824	588
27825	37
27826	164
27827	70
27828	3494
27829	834
27830	1597
27831	1336
27832	1130
27834	24419
27837	2487
27839	1418
27840	127
27841	27
27842	684
27843	339
27844	1387
27845	773
27846	1130
27847	443
27849	531
27850	3083
27851	2091
27852	1162
27853	238
27855	2224
27856	6171
27857	599
27858	23563
27860	446
27861	66
27862	357
27863	4764
27864	1779
27865	861
27866	178
27869	741
27870	10225
27871	1623
27872	125
27873	120
27874	1912
27875	250
27876	647
27877	5
27878	449
27879	115
27880	1617
27881	14
27882	3100
27883	1581
27884	467
27885	431
27886	7805
27888	663
27889	11057
27890	953
27891	1579
27892	5711
27893	16074
27896	7953
27897	583
27909	15420
27910	4429
27915	266
27916	484
27917	263
27919	338
27920	637
27921	1864
27922	350
27923	252
27924	914
27925	1335
27926	730
27927	592
27928	724
27929	1120
27932	5379
27935	514
27936	345
27937	1222
27938	770
27939	1174
27941	287
27942	314
27943	166
27944	4959
27946	494
27947	386
27948	5482
27949	3393
27950	854
27953	535
27954	2890
27956	89
27957	574
27958	4701
27959	1626
27960	390
27962	2991
27964	203
27965	242
27966	550
27967	191
27968	207
27969	89
27970	1328
27972	94
27973	540
27974	452
27976	1366
27978	87
27979	455
27980	714
27981	703
27982	52
27983	3010
27985	124
27986	434
28001	10805
28006	521
28007	309
28009	469
28012	10969
28016	5121
28017	0
28018	2302
28019	0
28020	808
28021	5558
28023	6032
28024	16
28025	20552
28027	27649
28031	13088
28032	1498
28033	1230
28034	7484
28036	7461
28037	10892
28039	12
28040	2922
28041	4
28042	94
28043	8151
28052	13734
28054	16893
28056	13618
28071	1278
28072	224
28073	2177
28074	12
28075	6514
28076	97
28077	122
28078	26408
28079	13848
28080	2907
28081	11142
28083	10284
28086	10402
28088	1124
28089	14
28090	2741
28091	824
28092	16047
28097	2770
28098	1634
28101	455
28102	35
28103	4026
28104	12245
28105	17010
28107	3297
28108	16
28109	168
28110	18785
28112	10490
28114	2777
28115	16196
28117	19074
28119	1053
28120	9946
28124	2114
28125	1007
28127	2852
28128	2817
28129	2383
28133	979
28134	5028
28135	1273
28136	35
28137	1023
28138	4025
28139	7836
28144	10818
28146	12635
28147	9341
28150	11068
28152	9573
28159	1268
28160	1770
28163	2107
28164	6069
28166	4005
28167	940
28168	4277
28169	45
28170	3925
28173	19956
28174	2739
28202	9360
28203	10454
28204	5716
28205	22820
28206	6678
28207	4106
28208	16057
28209	12299
28210	20727
28211	13201
28212	16030
28213	18475
28214	14948
28215	23687
28216	22986
28217	12682
28223	0
28226	15733
28227	21806
28244	0
28262	21027
28269	31217
28270	12245
28273	18201
28274	0
28277	28537
28278	13052
28280	0
28282	0
28301	7185
28303	13926
28304	14728
28305	3025
28306	16199
28307	4052
28308	0
28310	0
28311	14618
28312	7869
28314	22545
28315	5899
28318	1689
28320	3110
28323	1754
28325	197
28326	8277
28327	7122
28328	9171
28330	111
28331	7
28332	288
28333	3699
28334	8853
28337	3629
28338	1465
28339	2848
28340	3700
28341	1042
28342	22
28343	650
28344	1289
28345	4659
28347	384
28348	13562
28349	1609
28350	80
28351	1738
28352	8471
28355	0
28356	2225
28357	1059
28358	12626
28359	7
28360	4602
28362	19
28363	456
28364	4890
28365	5608
28366	1690
28367	31
28368	36
28369	773
28371	2345
